DATAFLOW,LAST UPDATE,freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI2,2020,1136075,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI2,2021,1672479,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI3,2012,2220738,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI3,2013,2224348,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI3,2014,2263494,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI3,2015,2350668,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI3,2016,2375784,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI3,2017,2117055,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI3,2018,2256564,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI3,2019,2417288,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI3,2020,1598561,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI3,2021,2059423,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI4,2012,10298408,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI4,2013,10298408,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI4,2014,10367031,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI4,2015,10977959,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI4,2016,11419308,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI4,2017,11591827,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI4,2018,12575617,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI4,2019,12857606,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI4,2020,3236589,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),22/05/23 23:00:00,A,TOTAL,NR,I551-I553,ITI4,2021,4579406,
